edge_id,highway_type,hour_of_day,day_of_week,is_weekend,is_rush_hour,weather,target_speed_kmh
1386045449_1386045374_0,residential,20,4,0,0,Clear,28.92
373105238_599226479_0,residential,20,4,0,0,Clear,24.89
11944239447_11944239437_0,residential,20,4,0,0,Clear,29.79
5255625435_599226675_0,residential,20,4,0,0,Clear,26.45
3516525500_3516968836_0,tertiary,20,4,0,0,Clear,33.36
2624372582_7402240161_0,residential,20,4,0,0,Clear,35.45
1533876259_1533876292_0,residential,20,4,0,0,Clear,31.91
11481590502_9806039969_0,residential,20,4,0,0,Clear,28.08
1371947572_1371947807_0,residential,20,4,0,0,Clear,30.07
10731123199_253449681_0,tertiary,20,4,0,0,Clear,30.87
11903564939_6462301370_0,tertiary,20,4,0,0,Clear,33.25
7462251497_7462228275_0,residential,20,4,0,0,Clear,29.43
1188748676_1188748690_0,residential,20,4,0,0,Clear,31.22
7485669243_7239349549_0,residential,20,4,0,0,Clear,24.96
7271139660_7271139662_0,residential,20,4,0,0,Clear,30.73
440673935_7374763363_0,secondary,20,4,0,0,Clear,47.42
421264395_421264394_0,residential,20,4,0,0,Clear,30.13
1338352966_13637055826_0,residential,20,4,0,0,Clear,26.89
2460274442_2460274443_0,residential,20,4,0,0,Clear,31.23
3149560307_3149560301_0,residential,20,4,0,0,Clear,31.91
7414090463_7414090464_0,residential,20,4,0,0,Clear,29.3
9700074501_7452692549_0,residential,20,4,0,0,Clear,27.4
417894263_11140346038_0,residential,20,4,0,0,Clear,31.72
7467028554_6531847396_0,residential,20,4,0,0,Clear,34.67
2230808656_2230808633_0,residential,20,4,0,0,Clear,35.76
11419448879_7452673921_0,residential,20,4,0,0,Clear,31.19
10094873389_10094873388_0,residential,20,4,0,0,Clear,30.83
11395397733_11395397735_0,residential,20,4,0,0,Clear,26.05
7462165789_7462154484_0,residential,20,4,0,0,Clear,33.94
7266079306_13654029920_0,secondary,20,4,0,0,Clear,43.03
2475311098_2475311075_0,residential,20,4,0,0,Clear,33.57
7335062389_7335062362_0,residential,20,4,0,0,Clear,30.08
7485457366_7485457367_0,residential,20,4,0,0,Clear,22.7
5283773702_5283773704_0,residential,20,4,0,0,Clear,31.01
13730579673_7206419688_0,residential,20,4,0,0,Clear,29.53
292566023_13137789988_0,tertiary,20,4,0,0,Clear,28.65
12643236279_12643236258_0,residential,20,4,0,0,Clear,29.19
13673557756_11840492578_0,residential,20,4,0,0,Clear,29.94
1570888197_1570901611_0,residential,20,4,0,0,Clear,29.93
11330988492_11330988491_0,residential,20,4,0,0,Clear,25.57
7271501937_7414267942_0,residential,20,4,0,0,Clear,31.21
6528219616_6528219608_0,residential,20,4,0,0,Clear,28.86
5283773669_7325438247_0,residential,20,4,0,0,Clear,34.76
1570459034_1570459035_0,residential,20,4,0,0,Clear,32.58
2410746124_2410746118_0,residential,20,4,0,0,Clear,32.92
12686525185_12698017370_0,residential,20,4,0,0,Clear,35.58
6410933523_1573008355_0,tertiary,20,4,0,0,Clear,32.21
1371947519_10091991332_0,tertiary,20,4,0,0,Clear,29.56
1338085315_1338085312_0,residential,20,4,0,0,Clear,22.32
7140692658_2139837711_0,residential,20,4,0,0,Clear,30.72
1368801659_1368801669_0,residential,20,4,0,0,Clear,35.19
6894416287_6894416288_0,residential,20,4,0,0,Clear,32.68
6536445673_6536445671_0,residential,20,4,0,0,Clear,28.48
9784623496_7370828888_0,residential,20,4,0,0,Clear,30.18
4467762320_1563309904_0,residential,20,4,0,0,Clear,28.33
13684328565_1507513175_0,residential,20,4,0,0,Clear,30.92
442438109_442438098_0,residential,20,4,0,0,Clear,28.47
11436640384_7350759683_0,residential,20,4,0,0,Clear,34.32
7354401716_568949633_0,tertiary,20,4,0,0,Clear,30.36
7456065751_7211391909_0,residential,20,4,0,0,Clear,30.77
1473871924_1473871954_0,residential,20,4,0,0,Clear,27.52
7138566628_7138566626_0,residential,20,4,0,0,Clear,28.75
938187427_11029990636_0,residential,20,4,0,0,Clear,26.53
7465828187_7465828186_0,residential,20,4,0,0,Clear,34.25
5330659835_5330659837_0,residential,20,4,0,0,Clear,28.46
10081060183_10081060182_0,residential,20,4,0,0,Clear,30.48
9945690331_9945690332_0,residential,20,4,0,0,Clear,25.35
6904653050_6904653051_0,residential,20,4,0,0,Clear,26.3
7482957209_7090654782_0,residential,20,4,0,0,Clear,29.25
2048248822_7398254413_0,residential,20,4,0,0,Clear,29.07
11399633190_11434224137_0,residential,20,4,0,0,Clear,30.73
599226819_11012217626_0,residential,20,4,0,0,Clear,36.03
442438359_5330505044_0,residential,20,4,0,0,Clear,23.95
10174942989_10174942988_0,tertiary,20,4,0,0,Clear,32.94
3069969750_443541970_0,secondary,20,4,0,0,Clear,51.49
12817471768_12817471764_0,residential,20,4,0,0,Clear,28.15
5330536275_7440692318_0,residential,20,4,0,0,Clear,28.7
956712627_442438166_0,residential,20,4,0,0,Clear,33.36
3149560317_3149560300_0,residential,20,4,0,0,Clear,29.81
1371859191_1371859125_0,residential,20,4,0,0,Clear,29.03
7140692684_7140766685_0,residential,20,4,0,0,Clear,26.85
5283773676_1037979569_0,tertiary,20,4,0,0,Clear,27.49
7345945535_7345945539_0,residential,20,4,0,0,Clear,26.35
10089237206_10089237205_0,residential,20,4,0,0,Clear,32.65
7088885426_7088883456_0,residential,20,4,0,0,Clear,27.65
1572372810_1593559084_0,residential,20,4,0,0,Clear,26.42
7090658029_1570468140_0,tertiary,20,4,0,0,Clear,30.52
6758686319_567262303_0,residential,20,4,0,0,Clear,27.55
2268569872_2268569882_0,residential,20,4,0,0,Clear,34.64
10209046234_10209046235_0,residential,20,4,0,0,Clear,30.12
4512137257_4512137255_0,residential,20,4,0,0,Clear,30.62
11397217956_11397217957_0,residential,20,4,0,0,Clear,30.62
11009647963_3148620674_0,tertiary,20,4,0,0,Clear,31.71
10093890479_7465839883_0,residential,20,4,0,0,Clear,32.13
652353404_652352547_0,residential,20,4,0,0,Clear,30.09
9806032616_9806039937_0,residential,20,4,0,0,Clear,26.95
10089042683_9381352826_0,residential,20,4,0,0,Clear,29.54
1584654603_1500396566_0,tertiary,20,4,0,0,Clear,30.18
7453315529_1376981940_0,residential,20,4,0,0,Clear,25.1
11436621953_7353452440_0,residential,20,4,0,0,Clear,23.69
3505707955_3505695766_0,residential,20,4,0,0,Clear,26.36
1572383208_1572384369_0,residential,20,4,0,0,Clear,24.15
7354402443_7354402423_0,residential,20,4,0,0,Clear,28.54
7138746885_7138746867_0,residential,20,4,0,0,Clear,27.68
4899601803_2353515593_0,residential,20,4,0,0,Clear,30.27
10091454054_4973437120_0,residential,20,4,0,0,Clear,32.13
11021772859_11021772863_0,residential,20,4,0,0,Clear,30.87
7466199322_7466199335_0,residential,20,4,0,0,Clear,31.3
2470722942_2470722936_0,residential,20,4,0,0,Clear,32.84
11011745211_7457472498_0,residential,20,4,0,0,Clear,29.02
6180446916_7278891054_0,residential,20,4,0,0,Clear,22.18
12696223259_12696223257_0,residential,20,4,0,0,Clear,24.77
12956073958_12171660450_0,residential,20,4,0,0,Clear,31.5
568949515_568949522_0,tertiary,20,4,0,0,Clear,30.59
3141473139_3141473138_0,residential,20,4,0,0,Clear,32.09
440678742_6180436400_0,residential,20,4,0,0,Clear,38.53
13656890993_13656890995_0,residential,20,4,0,0,Clear,30.66
6144289811_1438263181_0,residential,20,4,0,0,Clear,29.71
7211392285_7262789572_0,residential,20,4,0,0,Clear,31.04
4558992269_253180008_0,tertiary,20,4,0,0,Clear,26.43
599226548_7484804857_0,residential,20,4,0,0,Clear,32.26
2268601833_347260633_0,residential,20,4,0,0,Clear,29.49
7479219609_1371947681_0,residential,20,4,0,0,Clear,35.05
11428049523_6152735076_0,residential,20,4,0,0,Clear,25.2
6144243702_1283746955_0,tertiary,20,4,0,0,Clear,30.01
2292197609_7263389544_0,secondary,20,4,0,0,Clear,48.12
10156319785_7404178482_0,residential,20,4,0,0,Clear,26.8
7409909909_7409909907_0,secondary,20,4,0,0,Clear,51.87
7207641426_11455413548_0,residential,20,4,0,0,Clear,29.05
10091646375_442438033_0,residential,20,4,0,0,Clear,33.99
7354401592_7354401591_0,residential,20,4,0,0,Clear,28.41
1534833488_1534250567_0,residential,20,4,0,0,Clear,28.82
4475027231_6194089776_0,residential,20,4,0,0,Clear,36.04
1533876263_1533876261_0,residential,20,4,0,0,Clear,25.95
3532882808_5283773642_0,residential,20,4,0,0,Clear,27.65
12146046389_12146046388_0,residential,20,4,0,0,Clear,20.73
7467028572_3525604394_0,residential,20,4,0,0,Clear,28.66
7457472725_4511497614_0,residential,20,4,0,0,Clear,32.07
4377707452_4377707445_0,residential,20,4,0,0,Clear,31.23
12172321467_2147414022_0,unclassified,20,4,0,0,Clear,30.43
7484804851_10151235789_0,residential,20,4,0,0,Clear,27.37
7279186927_7279428147_0,residential,20,4,0,0,Clear,29.43
7484505727_7279368129_0,residential,20,4,0,0,Clear,28.81
7211391999_7429979297_0,residential,20,4,0,0,Clear,29.98
6911156652_1717863688_0,residential,20,4,0,0,Clear,30.52
2466603916_10038629542_0,tertiary,20,4,0,0,Clear,28.95
1533823492_1533823476_0,residential,20,4,0,0,Clear,30.07
7424885401_11428617238_0,residential,20,4,0,0,Clear,29.71
7404328940_7205588820_0,residential,20,4,0,0,Clear,27.98
1319974913_5372340496_0,tertiary,20,4,0,0,Clear,30.24
12603552779_12603552780_0,residential,20,4,0,0,Clear,26.17
443240063_443240062_0,residential,20,4,0,0,Clear,30.54
1386031763_1386031790_0,residential,20,4,0,0,Clear,26.67
1569042911_1569042924_0,residential,20,4,0,0,Clear,29.92
10081033253_10081033254_0,residential,20,4,0,0,Clear,31.4
1570901527_7371756152_0,residential,20,4,0,0,Clear,27.22
13284715605_1533807384_0,residential,20,4,0,0,Clear,33.1
11001001818_7298937558_0,residential,20,4,0,0,Clear,35.36
7271395167_7271395168_0,residential,20,4,0,0,Clear,28.05
9189144954_442107244_0,residential,20,4,0,0,Clear,29.57
599226334_599226336_0,tertiary,20,4,0,0,Clear,33.64
7146741839_2633816056_0,residential,20,4,0,0,Clear,24.61
7141205075_7141230945_0,tertiary,20,4,0,0,Clear,30.1
9048132801_6745690618_0,residential,20,4,0,0,Clear,29.09
7362917490_7205588834_0,residential,20,4,0,0,Clear,32.7
7449706731_7449706735_0,residential,20,4,0,0,Clear,29.26
3664744433_11428727269_0,residential,20,4,0,0,Clear,31.36
7465828468_7465828469_0,residential,20,4,0,0,Clear,27.53
306624820_306624836_0,residential,20,4,0,0,Clear,32.85
10996868634_10996868635_0,residential,20,4,0,0,Clear,26.64
11428626672_11428626677_0,residential,20,4,0,0,Clear,32.61
1436121373_1436132709_0,tertiary,20,4,0,0,Clear,30.23
11002608083_11002608085_0,residential,20,4,0,0,Clear,22.94
7457443825_7457443827_0,residential,20,4,0,0,Clear,30.19
12218940310_12218940320_0,residential,20,4,0,0,Clear,31.82
4512137248_4512137247_0,residential,20,4,0,0,Clear,26.31
12696251276_12696251274_0,residential,20,4,0,0,Clear,27.46
10091476930_10091476932_0,residential,20,4,0,0,Clear,30.27
6528219610_7616464991_0,residential,20,4,0,0,Clear,28.47
1390345459_5777299715_0,residential,20,4,0,0,Clear,30.99
5330659857_1572985981_0,residential,20,4,0,0,Clear,29.37
7298937202_7298937187_0,residential,20,4,0,0,Clear,26.04
1570476026_9620224879_0,residential,20,4,0,0,Clear,36.99
7346186552_3755982394_0,trunk,20,4,0,0,Clear,78.98
266273460_6141732621_0,residential,20,4,0,0,Clear,30.37
11434265765_11434265767_0,residential,20,4,0,0,Clear,35.32
11428503352_11428503350_0,residential,20,4,0,0,Clear,32.59
4415692803_599226654_0,residential,20,4,0,0,Clear,31.64
7410539346_5330660098_0,residential,20,4,0,0,Clear,33.17
12683936649_594599841_0,residential,20,4,0,0,Clear,31.65
1725212231_1562841496_0,residential,20,4,0,0,Clear,31.65
7424847027_7425711480_0,secondary,20,4,0,0,Clear,51.7
1371978498_1371978427_0,residential,20,4,0,0,Clear,29.49
10038829382_10038829384_0,residential,20,4,0,0,Clear,33.22
5613076546_12849291341_0,residential,20,4,0,0,Clear,32.02
10091358454_10091358455_0,residential,20,4,0,0,Clear,23.1
7424847025_7205878890_0,residential,20,4,0,0,Clear,32.55
9806032594_9806032593_0,residential,20,4,0,0,Clear,27.62
2230812773_2230812787_0,residential,20,4,0,0,Clear,30.73
1569042911_1569042927_0,residential,20,4,0,0,Clear,24.98
7109303389_4849257767_0,residential,20,4,0,0,Clear,28.25
12684404782_12684404775_0,residential,20,4,0,0,Clear,28.91
1572354109_6142604385_0,residential,20,4,0,0,Clear,31.61
7457797983_7457797982_0,residential,20,4,0,0,Clear,28.24
13063157321_13781493646_0,residential,20,4,0,0,Clear,23.5
7451455962_6904498475_0,residential,20,4,0,0,Clear,28.53
253447895_12999157122_0,residential,20,4,0,0,Clear,28.86
9192025779_7484804994_0,residential,20,4,0,0,Clear,31.9
6180436397_6180436400_0,residential,20,4,0,0,Clear,30.44
7398254491_7398254489_0,residential,20,4,0,0,Clear,27.7
329221724_324699562_0,tertiary,20,4,0,0,Clear,30.83
1414411432_12690241499_0,residential,20,4,0,0,Clear,35.5
7074192030_7349985356_0,trunk,20,4,0,0,Clear,83.51
13684089774_2327843895_0,residential,20,4,0,0,Clear,24.27
6141732621_266273460_0,residential,20,4,0,0,Clear,37.43
3198701808_736207248_0,tertiary,20,4,0,0,Clear,33.55
579293581_9806131278_0,tertiary,20,4,0,0,Clear,34.76
3304772337_3307192767_0,residential,20,4,0,0,Clear,25.44
7479219625_6144335817_0,residential,20,4,0,0,Clear,28.76
929965973_929965972_0,residential,20,4,0,0,Clear,31.77
1168427951_1507063409_0,tertiary,20,4,0,0,Clear,26.64
11437398956_11437398955_0,residential,20,4,0,0,Clear,31.58
7384904131_7384904133_0,residential,20,4,0,0,Clear,34.9
13806824635_13806824632_0,residential,20,4,0,0,Clear,29.0
599226800_599226793_0,residential,20,4,0,0,Clear,35.11
12672295010_12672295016_0,residential,20,4,0,0,Clear,32.11
7452889788_7452889787_0,residential,20,4,0,0,Clear,24.42
12690789765_12690789761_0,residential,20,4,0,0,Clear,27.39
1483255835_442437859_0,residential,20,4,0,0,Clear,33.32
1488368816_7436996397_0,residential,20,4,0,0,Clear,26.9
10172938610_10172938611_0,residential,20,4,0,0,Clear,33.24
7372604000_1573018445_0,residential,20,4,0,0,Clear,31.83
7465577051_7465577044_0,residential,20,4,0,0,Clear,30.94
1572575280_10017911697_0,residential,20,4,0,0,Clear,28.27
4476659398_1132528611_0,residential,20,4,0,0,Clear,30.9
7441776503_7441776491_0,residential,20,4,0,0,Clear,35.05
9805974813_2247601668_0,residential,20,4,0,0,Clear,28.83
7278686047_11385222671_0,residential,20,4,0,0,Clear,31.83
2281106710_2281106724_0,residential,20,4,0,0,Clear,36.02
7457720796_7457720793_0,tertiary,20,4,0,0,Clear,30.79
12551629149_10081060117_0,residential,20,4,0,0,Clear,28.53
11436653972_11031738367_0,residential,20,4,0,0,Clear,28.5
11028310396_10312430299_0,secondary,20,4,0,0,Clear,43.75
2247601516_9806040015_0,residential,20,4,0,0,Clear,26.37
11411983735_11411983736_0,residential,20,4,0,0,Clear,31.01
6143226984_1529101258_0,residential,20,4,0,0,Clear,32.91
7211391944_7211391945_0,residential,20,4,0,0,Clear,28.72
10216330003_10216330001_0,residential,20,4,0,0,Clear,32.87
10094873388_10094873389_0,residential,20,4,0,0,Clear,32.68
7109295049_7109295050_0,residential,20,4,0,0,Clear,27.69
7305615976_7308172674_0,residential,20,4,0,0,Clear,28.21
7433399739_7433399741_0,residential,20,4,0,0,Clear,25.96
7345511592_7345511601_0,residential,20,4,0,0,Clear,32.23
1446278440_1446278510_0,residential,20,4,0,0,Clear,30.01
3544504260_4973437417_0,residential,20,4,0,0,Clear,32.66
2632334940_9189214036_0,residential,20,4,0,0,Clear,29.82
599226377_599226501_0,residential,20,4,0,0,Clear,27.18
6462456529_1534837160_0,residential,20,4,0,0,Clear,32.34
341111270_4308356555_0,tertiary,20,4,0,0,Clear,24.06
7485457296_10091512917_0,residential,20,4,0,0,Clear,28.99
7465839878_6745591928_0,residential,20,4,0,0,Clear,27.68
3148645671_3148645670_0,residential,20,4,0,0,Clear,34.58
7485457305_7485457309_0,residential,20,4,0,0,Clear,35.25
2475311071_2475311077_0,residential,20,4,0,0,Clear,31.27
306614739_6178041421_0,residential,20,4,0,0,Clear,28.26
622363164_622363165_0,residential,20,4,0,0,Clear,35.16
11404803078_10092008135_0,residential,20,4,0,0,Clear,27.9
10081331104_11409295597_0,residential,20,4,0,0,Clear,25.85
582786146_2247664420_0,tertiary,20,4,0,0,Clear,24.04
3141473133_4462416977_0,residential,20,4,0,0,Clear,30.31
599226628_454087972_0,tertiary,20,4,0,0,Clear,24.86
440665968_355840153_0,residential,20,4,0,0,Clear,34.26
6195126534_5388808652_0,residential,20,4,0,0,Clear,28.26
616610503_616610501_0,tertiary,20,4,0,0,Clear,26.14
7429178529_7429178533_0,residential,20,4,0,0,Clear,33.35
3158788561_13410901899_0,residential,20,4,0,0,Clear,32.63
5283774924_1037976456_0,residential,20,4,0,0,Clear,34.99
10206651836_10206651837_0,residential,20,4,0,0,Clear,24.9
7384902381_7384904089_0,tertiary,20,4,0,0,Clear,24.27
2387385680_2406079712_0,tertiary,20,4,0,0,Clear,34.68
7457720687_1568933222_0,tertiary,20,4,0,0,Clear,21.58
1507063425_3516968836_0,residential,20,4,0,0,Clear,26.35
11434440420_11434440418_0,residential,20,4,0,0,Clear,30.17
7479631181_7479631182_0,residential,20,4,0,0,Clear,26.01
7482954930_1960748921_0,residential,20,4,0,0,Clear,30.63
7371767592_7371767590_0,residential,20,4,0,0,Clear,26.55
3451664122_3451664123_0,residential,20,4,0,0,Clear,33.87
13127372453_13127372452_0,residential,20,4,0,0,Clear,32.15
7372049012_7372049031_0,residential,20,4,0,0,Clear,30.83
13692405255_12603583504_0,secondary,20,4,0,0,Clear,48.94
7262757452_7262757453_0,residential,20,4,0,0,Clear,26.9
1966447381_1966447525_0,residential,20,4,0,0,Clear,29.6
1339413318_1500762338_0,residential,20,4,0,0,Clear,26.3
1368828999_1368829000_0,residential,20,4,0,0,Clear,35.75
10172877082_10172877081_0,residential,20,4,0,0,Clear,30.96
7284511948_7284511933_0,residential,20,4,0,0,Clear,27.39
6755671217_6755671201_0,residential,20,4,0,0,Clear,34.7
7278807669_7278978707_0,tertiary,20,4,0,0,Clear,29.86
7263330518_11007001662_0,tertiary,20,4,0,0,Clear,34.2
7362259383_7362259386_0,residential,20,4,0,0,Clear,34.11
11436618005_12216393909_0,residential,20,4,0,0,Clear,31.31
567262235_1570461282_0,tertiary,20,4,0,0,Clear,26.19
10266837400_13830106009_0,residential,20,4,0,0,Clear,28.26
10149588121_10149588122_0,residential,20,4,0,0,Clear,40.77
10092008174_1568948102_0,residential,20,4,0,0,Clear,28.35
1371807660_1371807606_0,residential,20,4,0,0,Clear,29.23
594600282_2251896408_0,residential,20,4,0,0,Clear,28.58
7258768907_7258768906_0,residential,20,4,0,0,Clear,27.18
11436567337_11436559436_0,residential,20,4,0,0,Clear,32.11
6518020170_9807806157_0,unclassified,20,4,0,0,Clear,25.98
13633615861_13633615863_0,residential,20,4,0,0,Clear,27.51
1384847772_1384847859_0,tertiary,20,4,0,0,Clear,30.93
3544504322_1570901614_0,residential,20,4,0,0,Clear,29.25
2034648226_2034648222_0,residential,20,4,0,0,Clear,30.49
1966447342_1966447500_0,primary,20,4,0,0,Clear,49.91
7457212172_2292076997_0,residential,20,4,0,0,Clear,26.48
7328379201_7328379200_0,residential,20,4,0,0,Clear,34.39
1533903388_1533928567_0,residential,20,4,0,0,Clear,33.43
7271139650_10072949233_0,secondary,20,4,0,0,Clear,47.13
1799352908_1799352898_0,residential,20,4,0,0,Clear,31.43
5283774930_5283774929_0,residential,20,4,0,0,Clear,28.53
7354402614_7354402612_0,residential,20,4,0,0,Clear,33.25
3544518991_2633816047_0,residential,20,4,0,0,Clear,32.58
766835929_766835928_0,residential,20,4,0,0,Clear,33.77
7312240663_7312240664_0,residential,20,4,0,0,Clear,27.16
13714500896_7484407877_0,residential,20,4,0,0,Clear,25.94
7465614228_7465614223_0,tertiary,20,4,0,0,Clear,24.42
1371807620_1371807561_0,residential,20,4,0,0,Clear,38.03
454087981_9192052252_0,residential,20,4,0,0,Clear,32.72
10149222057_1188748700_0,residential,20,4,0,0,Clear,33.73
7461560114_6746669993_0,residential,20,4,0,0,Clear,25.7
308662947_2225131719_0,tertiary,20,4,0,0,Clear,31.91
1338100189_10188119924_0,residential,20,4,0,0,Clear,24.84
12455405380_12455405381_0,residential,20,4,0,0,Clear,31.37
3157708810_3157708808_0,residential,20,4,0,0,Clear,30.06
1572977259_8498701481_0,residential,20,4,0,0,Clear,29.11
7262753609_7441929515_0,residential,20,4,0,0,Clear,28.37
7384904097_7384904096_0,residential,20,4,0,0,Clear,33.53
7377649338_7377649340_0,residential,20,4,0,0,Clear,28.43
2376774370_13740847682_0,residential,20,4,0,0,Clear,34.06
7211392268_7211392297_0,residential,20,4,0,0,Clear,29.86
582786056_7278978685_0,tertiary,20,4,0,0,Clear,31.12
1572565182_1572562097_0,residential,20,4,0,0,Clear,31.65
7138601955_7138601958_0,residential,20,4,0,0,Clear,31.38
263415852_266318626_0,tertiary,20,4,0,0,Clear,30.69
7175085314_7175085315_0,residential,20,4,0,0,Clear,36.46
4493835667_4493835670_0,residential,20,4,0,0,Clear,33.39
13123309183_12686752256_0,tertiary,20,4,0,0,Clear,22.33
13130934754_13130934753_0,residential,20,4,0,0,Clear,29.38
7350755380_7350755379_0,residential,20,4,0,0,Clear,34.46
5330492070_7485669239_0,residential,20,4,0,0,Clear,27.56
7271769831_5330492100_0,living_street,20,4,0,0,Clear,30.01
11257204969_11257204963_0,residential,20,4,0,0,Clear,30.24
11436717561_1634855285_0,residential,20,4,0,0,Clear,34.78
13121529489_13121529485_0,residential,20,4,0,0,Clear,26.86
7466199180_7466199178_0,residential,20,4,0,0,Clear,27.29
10181924606_7428519619_0,residential,20,4,0,0,Clear,31.52
11428180719_11428180718_0,residential,20,4,0,0,Clear,31.03
7385183689_6152333050_0,residential,20,4,0,0,Clear,31.57
1570455636_11409081741_0,residential,20,4,0,0,Clear,30.97
1960748964_12001077669_0,secondary,20,4,0,0,Clear,49.64
5339098127_5339098126_0,living_street,20,4,0,0,Clear,31.68
2451421971_2451421990_0,residential,20,4,0,0,Clear,30.62
580300142_10164923647_0,residential,20,4,0,0,Clear,29.25
7483900571_7483900570_0,residential,20,4,0,0,Clear,29.81
11458901688_11458901689_0,residential,20,4,0,0,Clear,28.38
7461904656_7461904657_0,residential,20,4,0,0,Clear,27.88
595961291_3532285393_0,tertiary,20,4,0,0,Clear,31.67
12185747748_7451455938_0,residential,20,4,0,0,Clear,26.08
6144062618_6144062617_0,residential,20,4,0,0,Clear,32.07
570496175_7090658096_0,tertiary,20,4,0,0,Clear,29.21
452332436_452332437_0,residential,20,4,0,0,Clear,29.69
7484790966_373105240_0,tertiary,20,4,0,0,Clear,29.47
7372791594_7372791593_0,residential,20,4,0,0,Clear,31.51
7413278969_7413278968_0,residential,20,4,0,0,Clear,34.44
7451555145_6141864533_0,residential,20,4,0,0,Clear,35.41
1570467843_9785857865_0,primary,20,4,0,0,Clear,53.14
569891538_2247665084_0,residential,20,4,0,0,Clear,30.24
7424847050_7424847047_0,tertiary,20,4,0,0,Clear,32.4
960490331_1533923506_0,residential,20,4,0,0,Clear,23.93
1837297545_1837297546_0,secondary,20,4,0,0,Clear,51.82
599226682_443641448_0,tertiary,20,4,0,0,Clear,31.17
7885868915_7885868923_0,residential,20,4,0,0,Clear,25.37
599226657_599226658_0,residential,20,4,0,0,Clear,28.26
10575940332_7484505601_0,residential,20,4,0,0,Clear,30.83
3150076288_3150076269_0,residential,20,4,0,0,Clear,31.15
7260667027_7260667025_0,residential,20,4,0,0,Clear,32.87
1442998409_10168279052_0,residential,20,4,0,0,Clear,35.01
7479630561_6914358616_0,residential,20,4,0,0,Clear,29.55
3530586193_3530585686_0,residential,20,4,0,0,Clear,26.59
7483900545_7483900544_0,residential,20,4,0,0,Clear,32.47
7885847682_7885847668_0,residential,20,4,0,0,Clear,33.86
442437814_442107274_0,primary,20,4,0,0,Clear,53.8
9988203746_9988203758_0,residential,20,4,0,0,Clear,31.41
1037979569_3902880558_0,tertiary,20,4,0,0,Clear,36.0
7266077157_7266077156_0,residential,20,4,0,0,Clear,29.18
10170824069_442438424_0,tertiary,20,4,0,0,Clear,34.8
7484505798_7484505794_0,tertiary,20,4,0,0,Clear,26.52
7478132654_7478132650_0,residential,20,4,0,0,Clear,23.2
7436996411_12218193586_0,residential,20,4,0,0,Clear,26.47
6145880912_6145880913_0,residential,20,4,0,0,Clear,28.28
4161879587_4161879585_0,residential,20,4,0,0,Clear,30.0
2247664074_7402081045_0,residential,20,4,0,0,Clear,27.2
10208838648_10208838647_0,residential,20,4,0,0,Clear,30.38
11419519519_7377649286_0,secondary,20,4,0,0,Clear,51.94
6144133802_2353515584_0,residential,20,4,0,0,Clear,31.06
3161307742_11025324761_0,residential,20,4,0,0,Clear,29.59
4511497058_4511497062_0,residential,20,4,0,0,Clear,33.61
7207641437_7207641459_0,residential,20,4,0,0,Clear,27.6
1500741749_1317176280_0,residential,20,4,0,0,Clear,29.28
10091991833_7174855654_0,residential,20,4,0,0,Clear,28.35
5777267098_1817171325_0,residential,20,4,0,0,Clear,31.96
7350760113_7138433463_0,residential,20,4,0,0,Clear,28.72
6144342018_6144342012_0,residential,20,4,0,0,Clear,31.2
12260393128_6771015004_0,residential,20,4,0,0,Clear,32.45
736014390_736207514_0,tertiary,20,4,0,0,Clear,28.48
306620799_306620763_0,residential,20,4,0,0,Clear,25.2
7354396341_7354396342_0,residential,20,4,0,0,Clear,29.32
10017667399_10017667396_0,residential,20,4,0,0,Clear,27.61
7477898562_7477898563_0,residential,20,4,0,0,Clear,28.07
1371816411_1371816419_0,residential,20,4,0,0,Clear,22.59
736207387_1420113208_0,residential,20,4,0,0,Clear,25.14
7457472393_355840241_0,secondary,20,4,0,0,Clear,52.4
2327843895_13684089774_0,residential,20,4,0,0,Clear,27.19
7414134148_7261571360_0,residential,20,4,0,0,Clear,33.47
1507064166_1507064149_0,residential,20,4,0,0,Clear,27.85
6745690612_6745690607_0,residential,20,4,0,0,Clear,31.46
599226777_443240062_0,residential,20,4,0,0,Clear,29.24
3505695763_7484228021_0,residential,20,4,0,0,Clear,31.95
7090590160_1570466946_0,residential,20,4,0,0,Clear,29.24
5330485120_5330485116_0,residential,20,4,0,0,Clear,30.64
1570469244_6180428213_0,residential,20,4,0,0,Clear,33.69
7305615985_7305615987_0,residential,20,4,0,0,Clear,31.41
7462011556_7462011557_0,residential,20,4,0,0,Clear,27.94
11399411531_11399411532_0,residential,20,4,0,0,Clear,24.38
6130226930_6130226928_0,residential,20,4,0,0,Clear,29.67
9806069448_9806069459_0,residential,20,4,0,0,Clear,31.29
13684328548_6901466907_0,residential,20,4,0,0,Clear,30.46
10151235789_10151235790_0,residential,20,4,0,0,Clear,27.37
7449639075_3150076316_0,residential,20,4,0,0,Clear,30.45
306615730_306615643_0,residential,20,4,0,0,Clear,31.98
10188100397_10188100395_0,residential,20,4,0,0,Clear,34.18
13806867625_13806867628_0,residential,20,4,0,0,Clear,29.32
7466199019_7205864970_0,residential,20,4,0,0,Clear,37.37
5776422872_7328007492_0,tertiary,20,4,0,0,Clear,34.36
10182340528_6180282180_0,residential,20,4,0,0,Clear,30.5
1371947713_1371947633_0,residential,20,4,0,0,Clear,30.78
1508833339_955890138_0,residential,20,4,0,0,Clear,34.17
4467014460_10181934149_0,residential,20,4,0,0,Clear,27.11
